DocId,Namespace,Type,Member,Site,linux,osx,win
"M:System.Management.ManagementNamedValueCollection.Add(System.String,System.Object)",System.Management,ManagementNamedValueCollection,"Add(String, Object)","M:System.Management.ManagementNamedValueCollection.Add(System.String,System.Object)",X,X,
M:System.Management.ManagementNamedValueCollection.Clone,System.Management,ManagementNamedValueCollection,Clone(),M:System.Management.ManagementNamedValueCollection.Clone,X,X,
M:System.Management.ManagementNamedValueCollection.get_Item(System.String),System.Management,ManagementNamedValueCollection,get_Item(String),M:System.Management.ManagementNamedValueCollection.get_Item(System.String),X,X,
M:System.Management.ManagementNamedValueCollection.Remove(System.String),System.Management,ManagementNamedValueCollection,Remove(String),M:System.Management.ManagementNamedValueCollection.Remove(System.String),X,X,
M:System.Management.ManagementNamedValueCollection.RemoveAll,System.Management,ManagementNamedValueCollection,RemoveAll(),M:System.Management.ManagementNamedValueCollection.RemoveAll,X,X,
M:System.Management.ManagementObject.#ctor,System.Management,ManagementObject,.ctor(),M:System.Management.ManagementObject.#ctor,X,X,
M:System.Management.ManagementObject.#ctor(System.Management.ManagementPath),System.Management,ManagementObject,.ctor(ManagementPath),M:System.Management.ManagementObject.#ctor(System.Management.ManagementPath),X,X,
"M:System.Management.ManagementObject.#ctor(System.Management.ManagementPath,System.Management.ObjectGetOptions)",System.Management,ManagementObject,".ctor(ManagementPath, ObjectGetOptions)","M:System.Management.ManagementObject.#ctor(System.Management.ManagementPath,System.Management.ObjectGetOptions)",X,X,
"M:System.Management.ManagementObject.#ctor(System.Management.ManagementScope,System.Management.ManagementPath,System.Management.ObjectGetOptions)",System.Management,ManagementObject,".ctor(ManagementScope, ManagementPath, ObjectGetOptions)","M:System.Management.ManagementObject.#ctor(System.Management.ManagementScope,System.Management.ManagementPath,System.Management.ObjectGetOptions)",X,X,
"M:System.Management.ManagementObject.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Management,ManagementObject,".ctor(SerializationInfo, StreamingContext)","M:System.Management.ManagementObject.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",X,X,X
M:System.Management.ManagementObject.#ctor(System.String),System.Management,ManagementObject,.ctor(String),M:System.Management.ManagementObject.#ctor(System.String),X,X,
"M:System.Management.ManagementObject.#ctor(System.String,System.Management.ObjectGetOptions)",System.Management,ManagementObject,".ctor(String, ObjectGetOptions)","M:System.Management.ManagementObject.#ctor(System.String,System.Management.ObjectGetOptions)",X,X,
"M:System.Management.ManagementObject.#ctor(System.String,System.String,System.Management.ObjectGetOptions)",System.Management,ManagementObject,".ctor(String, String, ObjectGetOptions)","M:System.Management.ManagementObject.#ctor(System.String,System.String,System.Management.ObjectGetOptions)",X,X,
M:System.Management.ManagementObject.Clone,System.Management,ManagementObject,Clone(),M:System.Management.ManagementObject.Clone,X,X,
"M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.Management.ManagementPath)",System.Management,ManagementObject,"CopyTo(ManagementOperationObserver, ManagementPath)","M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.Management.ManagementPath)",X,X,
"M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.Management.ManagementPath,System.Management.PutOptions)",System.Management,ManagementObject,"CopyTo(ManagementOperationObserver, ManagementPath, PutOptions)","M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.Management.ManagementPath,System.Management.PutOptions)",X,X,
"M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.String)",System.Management,ManagementObject,"CopyTo(ManagementOperationObserver, String)","M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.String)",X,X,
"M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.String,System.Management.PutOptions)",System.Management,ManagementObject,"CopyTo(ManagementOperationObserver, String, PutOptions)","M:System.Management.ManagementObject.CopyTo(System.Management.ManagementOperationObserver,System.String,System.Management.PutOptions)",X,X,
M:System.Management.ManagementObject.CopyTo(System.Management.ManagementPath),System.Management,ManagementObject,CopyTo(ManagementPath),M:System.Management.ManagementObject.CopyTo(System.Management.ManagementPath),X,X,
"M:System.Management.ManagementObject.CopyTo(System.Management.ManagementPath,System.Management.PutOptions)",System.Management,ManagementObject,"CopyTo(ManagementPath, PutOptions)","M:System.Management.ManagementObject.CopyTo(System.Management.ManagementPath,System.Management.PutOptions)",X,X,
M:System.Management.ManagementObject.CopyTo(System.String),System.Management,ManagementObject,CopyTo(String),M:System.Management.ManagementObject.CopyTo(System.String),X,X,
"M:System.Management.ManagementObject.CopyTo(System.String,System.Management.PutOptions)",System.Management,ManagementObject,"CopyTo(String, PutOptions)","M:System.Management.ManagementObject.CopyTo(System.String,System.Management.PutOptions)",X,X,
M:System.Management.ManagementObject.Delete,System.Management,ManagementObject,Delete(),M:System.Management.ManagementObject.Delete,X,X,
M:System.Management.ManagementObject.Delete(System.Management.DeleteOptions),System.Management,ManagementObject,Delete(DeleteOptions),M:System.Management.ManagementObject.Delete(System.Management.DeleteOptions),X,X,
M:System.Management.ManagementObject.Delete(System.Management.ManagementOperationObserver),System.Management,ManagementObject,Delete(ManagementOperationObserver),M:System.Management.ManagementObject.Delete(System.Management.ManagementOperationObserver),X,X,
"M:System.Management.ManagementObject.Delete(System.Management.ManagementOperationObserver,System.Management.DeleteOptions)",System.Management,ManagementObject,"Delete(ManagementOperationObserver, DeleteOptions)","M:System.Management.ManagementObject.Delete(System.Management.ManagementOperationObserver,System.Management.DeleteOptions)",X,X,
M:System.Management.ManagementObject.Dispose,System.Management,ManagementObject,Dispose(),M:System.Management.ManagementObject.Dispose,X,X,
M:System.Management.ManagementObject.Get,System.Management,ManagementObject,Get(),M:System.Management.ManagementObject.Get,X,X,
M:System.Management.ManagementObject.Get(System.Management.ManagementOperationObserver),System.Management,ManagementObject,Get(ManagementOperationObserver),M:System.Management.ManagementObject.Get(System.Management.ManagementOperationObserver),X,X,
M:System.Management.ManagementObject.get_ClassPath,System.Management,ManagementObject,get_ClassPath(),M:System.Management.ManagementObject.get_ClassPath,X,X,
M:System.Management.ManagementObject.get_Options,System.Management,ManagementObject,get_Options(),M:System.Management.ManagementObject.get_Options,X,X,
M:System.Management.ManagementObject.get_Path,System.Management,ManagementObject,get_Path(),M:System.Management.ManagementObject.get_Path,X,X,
M:System.Management.ManagementObject.get_Scope,System.Management,ManagementObject,get_Scope(),M:System.Management.ManagementObject.get_Scope,X,X,
M:System.Management.ManagementObject.GetMethodParameters(System.String),System.Management,ManagementObject,GetMethodParameters(String),M:System.Management.ManagementObject.GetMethodParameters(System.String),X,X,
"M:System.Management.ManagementObject.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Management,ManagementObject,"GetObjectData(SerializationInfo, StreamingContext)","M:System.Management.ManagementObject.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",X,X,X
M:System.Management.ManagementObject.GetRelated,System.Management,ManagementObject,GetRelated(),M:System.Management.ManagementObject.GetRelated,X,X,
M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver),System.Management,ManagementObject,GetRelated(ManagementOperationObserver),M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver),X,X,
"M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver,System.String)",System.Management,ManagementObject,"GetRelated(ManagementOperationObserver, String)","M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver,System.String)",X,X,
"M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver,System.String,System.String,System.String,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",System.Management,ManagementObject,"GetRelated(ManagementOperationObserver, String, String, String, String, String, String, Boolean, EnumerationOptions)","M:System.Management.ManagementObject.GetRelated(System.Management.ManagementOperationObserver,System.String,System.String,System.String,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",X,X,
M:System.Management.ManagementObject.GetRelated(System.String),System.Management,ManagementObject,GetRelated(String),M:System.Management.ManagementObject.GetRelated(System.String),X,X,
"M:System.Management.ManagementObject.GetRelated(System.String,System.String,System.String,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",System.Management,ManagementObject,"GetRelated(String, String, String, String, String, String, Boolean, EnumerationOptions)","M:System.Management.ManagementObject.GetRelated(System.String,System.String,System.String,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",X,X,
M:System.Management.ManagementObject.GetRelationships,System.Management,ManagementObject,GetRelationships(),M:System.Management.ManagementObject.GetRelationships,X,X,
M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver),System.Management,ManagementObject,GetRelationships(ManagementOperationObserver),M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver),X,X,
"M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver,System.String)",System.Management,ManagementObject,"GetRelationships(ManagementOperationObserver, String)","M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver,System.String)",X,X,
"M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",System.Management,ManagementObject,"GetRelationships(ManagementOperationObserver, String, String, String, Boolean, EnumerationOptions)","M:System.Management.ManagementObject.GetRelationships(System.Management.ManagementOperationObserver,System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",X,X,
M:System.Management.ManagementObject.GetRelationships(System.String),System.Management,ManagementObject,GetRelationships(String),M:System.Management.ManagementObject.GetRelationships(System.String),X,X,
"M:System.Management.ManagementObject.GetRelationships(System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",System.Management,ManagementObject,"GetRelationships(String, String, String, Boolean, EnumerationOptions)","M:System.Management.ManagementObject.GetRelationships(System.String,System.String,System.String,System.Boolean,System.Management.EnumerationOptions)",X,X,
"M:System.Management.ManagementObject.InvokeMethod(System.Management.ManagementOperationObserver,System.String,System.Management.ManagementBaseObject,System.Management.InvokeMethodOptions)",System.Management,ManagementObject,"InvokeMethod(ManagementOperationObserver, String, ManagementBaseObject, InvokeMethodOptions)","M:System.Management.ManagementObject.InvokeMethod(System.Management.ManagementOperationObserver,System.String,System.Management.ManagementBaseObject,System.Management.InvokeMethodOptions)",X,X,
"M:System.Management.ManagementObject.InvokeMethod(System.Management.ManagementOperationObserver,System.String,System.Object[])",System.Management,ManagementObject,"InvokeMethod(ManagementOperationObserver, String, Object[])","M:System.Management.ManagementObject.InvokeMethod(System.Management.ManagementOperationObserver,System.String,System.Object[])",X,X,
"M:System.Management.ManagementObject.InvokeMethod(System.String,System.Management.ManagementBaseObject,System.Management.InvokeMethodOptions)",System.Management,ManagementObject,"InvokeMethod(String, ManagementBaseObject, InvokeMethodOptions)","M:System.Management.ManagementObject.InvokeMethod(System.String,System.Management.ManagementBaseObject,System.Management.InvokeMethodOptions)",X,X,
"M:System.Management.ManagementObject.InvokeMethod(System.String,System.Object[])",System.Management,ManagementObject,"InvokeMethod(String, Object[])","M:System.Management.ManagementObject.InvokeMethod(System.String,System.Object[])",X,X,
M:System.Management.ManagementObject.Put,System.Management,ManagementObject,Put(),M:System.Management.ManagementObject.Put,X,X,
M:System.Management.ManagementObject.Put(System.Management.ManagementOperationObserver),System.Management,ManagementObject,Put(ManagementOperationObserver),M:System.Management.ManagementObject.Put(System.Management.ManagementOperationObserver),X,X,
"M:System.Management.ManagementObject.Put(System.Management.ManagementOperationObserver,System.Management.PutOptions)",System.Management,ManagementObject,"Put(ManagementOperationObserver, PutOptions)","M:System.Management.ManagementObject.Put(System.Management.ManagementOperationObserver,System.Management.PutOptions)",X,X,
M:System.Management.ManagementObject.Put(System.Management.PutOptions),System.Management,ManagementObject,Put(PutOptions),M:System.Management.ManagementObject.Put(System.Management.PutOptions),X,X,
M:System.Management.ManagementObject.set_Options(System.Management.ObjectGetOptions),System.Management,ManagementObject,set_Options(ObjectGetOptions),M:System.Management.ManagementObject.set_Options(System.Management.ObjectGetOptions),X,X,
M:System.Management.ManagementObject.set_Path(System.Management.ManagementPath),System.Management,ManagementObject,set_Path(ManagementPath),M:System.Management.ManagementObject.set_Path(System.Management.ManagementPath),X,X,
M:System.Management.ManagementObject.set_Scope(System.Management.ManagementScope),System.Management,ManagementObject,set_Scope(ManagementScope),M:System.Management.ManagementObject.set_Scope(System.Management.ManagementScope),X,X,
M:System.Management.ManagementObject.ToString,System.Management,ManagementObject,ToString(),M:System.Management.ManagementObject.ToString,X,X,
"M:System.Management.ManagementObjectCollection.CopyTo(System.Array,System.Int32)",System.Management,ManagementObjectCollection,"CopyTo(Array, Int32)","M:System.Management.ManagementObjectCollection.CopyTo(System.Array,System.Int32)",X,X,
"M:System.Management.ManagementObjectCollection.CopyTo(System.Management.ManagementBaseObject[],System.Int32)",System.Management,ManagementObjectCollection,"CopyTo(ManagementBaseObject[], Int32)","M:System.Management.ManagementObjectCollection.CopyTo(System.Management.ManagementBaseObject[],System.Int32)",X,X,
M:System.Management.ManagementObjectCollection.Dispose,System.Management,ManagementObjectCollection,Dispose(),M:System.Management.ManagementObjectCollection.Dispose,X,X,
M:System.Management.ManagementObjectCollection.Finalize,System.Management,ManagementObjectCollection,Finalize(),M:System.Management.ManagementObjectCollection.Finalize,X,X,
M:System.Management.ManagementObjectCollection.get_Count,System.Management,ManagementObjectCollection,get_Count(),M:System.Management.ManagementObjectCollection.get_Count,X,X,
M:System.Management.ManagementObjectCollection.get_IsSynchronized,System.Management,ManagementObjectCollection,get_IsSynchronized(),M:System.Management.ManagementObjectCollection.get_IsSynchronized,X,X,
M:System.Management.ManagementObjectCollection.get_SyncRoot,System.Management,ManagementObjectCollection,get_SyncRoot(),M:System.Management.ManagementObjectCollection.get_SyncRoot,X,X,
M:System.Management.ManagementObjectCollection.GetEnumerator,System.Management,ManagementObjectCollection,GetEnumerator(),M:System.Management.ManagementObjectCollection.GetEnumerator,X,X,
M:System.Management.ManagementObjectCollection.System#Collections#IEnumerable#GetEnumerator,System.Management,ManagementObjectCollection,System.Collections.IEnumerable.GetEnumerator(),M:System.Management.ManagementObjectCollection.System#Collections#IEnumerable#GetEnumerator,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Dispose,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,Dispose(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Dispose,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Finalize,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,Finalize(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Finalize,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.get_Current,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,get_Current(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.get_Current,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.MoveNext,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,MoveNext(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.MoveNext,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Reset,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,Reset(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.Reset,X,X,
M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.System#Collections#IEnumerator#get_Current,System.Management,ManagementObjectCollection+ManagementObjectEnumerator,System.Collections.IEnumerator.get_Current(),M:System.Management.ManagementObjectCollection.ManagementObjectEnumerator.System#Collections#IEnumerator#get_Current,X,X,
M:System.Management.ManagementObjectSearcher.#ctor,System.Management,ManagementObjectSearcher,.ctor(),M:System.Management.ManagementObjectSearcher.#ctor,X,X,
"M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ManagementScope,System.Management.ObjectQuery)",System.Management,ManagementObjectSearcher,".ctor(ManagementScope, ObjectQuery)","M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ManagementScope,System.Management.ObjectQuery)",X,X,
"M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ManagementScope,System.Management.ObjectQuery,System.Management.EnumerationOptions)",System.Management,ManagementObjectSearcher,".ctor(ManagementScope, ObjectQuery, EnumerationOptions)","M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ManagementScope,System.Management.ObjectQuery,System.Management.EnumerationOptions)",X,X,
M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ObjectQuery),System.Management,ManagementObjectSearcher,.ctor(ObjectQuery),M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ObjectQuery),X,X,
M:System.Management.ManagementObjectSearcher.#ctor(System.String),System.Management,ManagementObjectSearcher,.ctor(String),M:System.Management.ManagementObjectSearcher.#ctor(System.String),X,X,
"M:System.Management.ManagementObjectSearcher.#ctor(System.String,System.String)",System.Management,ManagementObjectSearcher,".ctor(String, String)","M:System.Management.ManagementObjectSearcher.#ctor(System.String,System.String)",X,X,
"M:System.Management.ManagementObjectSearcher.#ctor(System.String,System.String,System.Management.EnumerationOptions)",System.Management,ManagementObjectSearcher,".ctor(String, String, EnumerationOptions)","M:System.Management.ManagementObjectSearcher.#ctor(System.String,System.String,System.Management.EnumerationOptions)",X,X,
M:System.Management.ManagementObjectSearcher.Get,System.Management,ManagementObjectSearcher,Get(),M:System.Management.ManagementObjectSearcher.Get,X,X,
M:System.Management.ManagementObjectSearcher.Get(System.Management.ManagementOperationObserver),System.Management,ManagementObjectSearcher,Get(ManagementOperationObserver),M:System.Management.ManagementObjectSearcher.Get(System.Management.ManagementOperationObserver),X,X,
M:System.Management.ManagementObjectSearcher.get_Options,System.Management,ManagementObjectSearcher,get_Options(),M:System.Management.ManagementObjectSearcher.get_Options,X,X,
M:System.Management.ManagementObjectSearcher.get_Query,System.Management,ManagementObjectSearcher,get_Query(),M:System.Management.ManagementObjectSearcher.get_Query,X,X,
M:System.Management.ManagementObjectSearcher.get_Scope,System.Management,ManagementObjectSearcher,get_Scope(),M:System.Management.ManagementObjectSearcher.get_Scope,X,X,
M:System.Management.ManagementObjectSearcher.set_Options(System.Management.EnumerationOptions),System.Management,ManagementObjectSearcher,set_Options(EnumerationOptions),M:System.Management.ManagementObjectSearcher.set_Options(System.Management.EnumerationOptions),X,X,
M:System.Management.ManagementObjectSearcher.set_Query(System.Management.ObjectQuery),System.Management,ManagementObjectSearcher,set_Query(ObjectQuery),M:System.Management.ManagementObjectSearcher.set_Query(System.Management.ObjectQuery),X,X,
M:System.Management.ManagementObjectSearcher.set_Scope(System.Management.ManagementScope),System.Management,ManagementObjectSearcher,set_Scope(ManagementScope),M:System.Management.ManagementObjectSearcher.set_Scope(System.Management.ManagementScope),X,X,
M:System.Management.ManagementOperationObserver.#ctor,System.Management,ManagementOperationObserver,.ctor(),M:System.Management.ManagementOperationObserver.#ctor,X,X,
M:System.Management.ManagementOperationObserver.Cancel,System.Management,ManagementOperationObserver,Cancel(),M:System.Management.ManagementOperationObserver.Cancel,X,X,
M:System.Management.ManagementOptions.get_Context,System.Management,ManagementOptions,get_Context(),M:System.Management.ManagementOptions.get_Context,X,X,
M:System.Management.ManagementOptions.get_Timeout,System.Management,ManagementOptions,get_Timeout(),M:System.Management.ManagementOptions.get_Timeout,X,X,
M:System.Management.ManagementOptions.set_Context(System.Management.ManagementNamedValueCollection),System.Management,ManagementOptions,set_Context(ManagementNamedValueCollection),M:System.Management.ManagementOptions.set_Context(System.Management.ManagementNamedValueCollection),X,X,
M:System.Management.ManagementOptions.set_Timeout(System.TimeSpan),System.Management,ManagementOptions,set_Timeout(TimeSpan),M:System.Management.ManagementOptions.set_Timeout(System.TimeSpan),X,X,
M:System.Management.ManagementPath.#ctor,System.Management,ManagementPath,.ctor(),M:System.Management.ManagementPath.#ctor,X,X,
M:System.Management.ManagementPath.#ctor(System.String),System.Management,ManagementPath,.ctor(String),M:System.Management.ManagementPath.#ctor(System.String),X,X,
M:System.Management.ManagementPath.Clone,System.Management,ManagementPath,Clone(),M:System.Management.ManagementPath.Clone,X,X,
M:System.Management.ManagementPath.get_ClassName,System.Management,ManagementPath,get_ClassName(),M:System.Management.ManagementPath.get_ClassName,X,X,
M:System.Management.ManagementPath.get_DefaultPath,System.Management,ManagementPath,get_DefaultPath(),M:System.Management.ManagementPath.get_DefaultPath,X,X,
M:System.Management.ManagementPath.get_IsClass,System.Management,ManagementPath,get_IsClass(),M:System.Management.ManagementPath.get_IsClass,X,X,
M:System.Management.ManagementPath.get_IsInstance,System.Management,ManagementPath,get_IsInstance(),M:System.Management.ManagementPath.get_IsInstance,X,X,
M:System.Management.ManagementPath.get_IsSingleton,System.Management,ManagementPath,get_IsSingleton(),M:System.Management.ManagementPath.get_IsSingleton,X,X,
M:System.Management.ManagementPath.get_NamespacePath,System.Management,ManagementPath,get_NamespacePath(),M:System.Management.ManagementPath.get_NamespacePath,X,X,
M:System.Management.ManagementPath.get_Path,System.Management,ManagementPath,get_Path(),M:System.Management.ManagementPath.get_Path,X,X,
M:System.Management.ManagementPath.get_RelativePath,System.Management,ManagementPath,get_RelativePath(),M:System.Management.ManagementPath.get_RelativePath,X,X,
M:System.Management.ManagementPath.get_Server,System.Management,ManagementPath,get_Server(),M:System.Management.ManagementPath.get_Server,X,X,
M:System.Management.ManagementPath.set_ClassName(System.String),System.Management,ManagementPath,set_ClassName(String),M:System.Management.ManagementPath.set_ClassName(System.String),X,X,
M:System.Management.ManagementPath.set_DefaultPath(System.Management.ManagementPath),System.Management,ManagementPath,set_DefaultPath(ManagementPath),M:System.Management.ManagementPath.set_DefaultPath(System.Management.ManagementPath),X,X,
M:System.Management.ManagementPath.set_NamespacePath(System.String),System.Management,ManagementPath,set_NamespacePath(String),M:System.Management.ManagementPath.set_NamespacePath(System.String),X,X,
M:System.Management.ManagementPath.set_Path(System.String),System.Management,ManagementPath,set_Path(String),M:System.Management.ManagementPath.set_Path(System.String),X,X,
M:System.Management.ManagementPath.set_RelativePath(System.String),System.Management,ManagementPath,set_RelativePath(String),M:System.Management.ManagementPath.set_RelativePath(System.String),X,X,
M:System.Management.ManagementPath.set_Server(System.String),System.Management,ManagementPath,set_Server(String),M:System.Management.ManagementPath.set_Server(System.String),X,X,
M:System.Management.ManagementPath.SetAsClass,System.Management,ManagementPath,SetAsClass(),M:System.Management.ManagementPath.SetAsClass,X,X,
M:System.Management.ManagementPath.SetAsSingleton,System.Management,ManagementPath,SetAsSingleton(),M:System.Management.ManagementPath.SetAsSingleton,X,X,
M:System.Management.ManagementPath.System#ICloneable#Clone,System.Management,ManagementPath,System.ICloneable.Clone(),M:System.Management.ManagementPath.System#ICloneable#Clone,X,X,
M:System.Management.ManagementPath.ToString,System.Management,ManagementPath,ToString(),M:System.Management.ManagementPath.ToString,X,X,
M:System.Management.ManagementQuery.get_QueryLanguage,System.Management,ManagementQuery,get_QueryLanguage(),M:System.Management.ManagementQuery.get_QueryLanguage,X,X,
M:System.Management.ManagementQuery.get_QueryString,System.Management,ManagementQuery,get_QueryString(),M:System.Management.ManagementQuery.get_QueryString,X,X,
M:System.Management.ManagementQuery.ParseQuery(System.String),System.Management,ManagementQuery,ParseQuery(String),M:System.Management.ManagementQuery.ParseQuery(System.String),X,X,
M:System.Management.ManagementQuery.set_QueryLanguage(System.String),System.Management,ManagementQuery,set_QueryLanguage(String),M:System.Management.ManagementQuery.set_QueryLanguage(System.String),X,X,
M:System.Management.ManagementQuery.set_QueryString(System.String),System.Management,ManagementQuery,set_QueryString(String),M:System.Management.ManagementQuery.set_QueryString(System.String),X,X,
M:System.Management.ManagementScope.#ctor,System.Management,ManagementScope,.ctor(),M:System.Management.ManagementScope.#ctor,X,X,
M:System.Management.ManagementScope.#ctor(System.Management.ManagementPath),System.Management,ManagementScope,.ctor(ManagementPath),M:System.Management.ManagementScope.#ctor(System.Management.ManagementPath),X,X,
"M:System.Management.ManagementScope.#ctor(System.Management.ManagementPath,System.Management.ConnectionOptions)",System.Management,ManagementScope,".ctor(ManagementPath, ConnectionOptions)","M:System.Management.ManagementScope.#ctor(System.Management.ManagementPath,System.Management.ConnectionOptions)",X,X,
M:System.Management.ManagementScope.#ctor(System.String),System.Management,ManagementScope,.ctor(String),M:System.Management.ManagementScope.#ctor(System.String),X,X,
"M:System.Management.ManagementScope.#ctor(System.String,System.Management.ConnectionOptions)",System.Management,ManagementScope,".ctor(String, ConnectionOptions)","M:System.Management.ManagementScope.#ctor(System.String,System.Management.ConnectionOptions)",X,X,
M:System.Management.ManagementScope.Clone,System.Management,ManagementScope,Clone(),M:System.Management.ManagementScope.Clone,X,X,
M:System.Management.ManagementScope.Connect,System.Management,ManagementScope,Connect(),M:System.Management.ManagementScope.Connect,X,X,
M:System.Management.ManagementScope.get_IsConnected,System.Management,ManagementScope,get_IsConnected(),M:System.Management.ManagementScope.get_IsConnected,X,X,
M:System.Management.ManagementScope.get_Options,System.Management,ManagementScope,get_Options(),M:System.Management.ManagementScope.get_Options,X,X,
M:System.Management.ManagementScope.get_Path,System.Management,ManagementScope,get_Path(),M:System.Management.ManagementScope.get_Path,X,X,
M:System.Management.ManagementScope.set_Options(System.Management.ConnectionOptions),System.Management,ManagementScope,set_Options(ConnectionOptions),M:System.Management.ManagementScope.set_Options(System.Management.ConnectionOptions),X,X,
M:System.Management.ManagementScope.set_Path(System.Management.ManagementPath),System.Management,ManagementScope,set_Path(ManagementPath),M:System.Management.ManagementScope.set_Path(System.Management.ManagementPath),X,X,
M:System.Management.ManagementScope.System#ICloneable#Clone,System.Management,ManagementScope,System.ICloneable.Clone(),M:System.Management.ManagementScope.System#ICloneable#Clone,X,X,
M:System.Management.MethodData.get_InParameters,System.Management,MethodData,get_InParameters(),M:System.Management.MethodData.get_InParameters,X,X,
M:System.Management.MethodData.get_Name,System.Management,MethodData,get_Name(),M:System.Management.MethodData.get_Name,X,X,
M:System.Management.MethodData.get_Origin,System.Management,MethodData,get_Origin(),M:System.Management.MethodData.get_Origin,X,X,
M:System.Management.MethodData.get_OutParameters,System.Management,MethodData,get_OutParameters(),M:System.Management.MethodData.get_OutParameters,X,X,
M:System.Management.MethodData.get_Qualifiers,System.Management,MethodData,get_Qualifiers(),M:System.Management.MethodData.get_Qualifiers,X,X,
M:System.Management.MethodDataCollection.Add(System.String),System.Management,MethodDataCollection,Add(String),M:System.Management.MethodDataCollection.Add(System.String),X,X,
"M:System.Management.MethodDataCollection.Add(System.String,System.Management.ManagementBaseObject,System.Management.ManagementBaseObject)",System.Management,MethodDataCollection,"Add(String, ManagementBaseObject, ManagementBaseObject)","M:System.Management.MethodDataCollection.Add(System.String,System.Management.ManagementBaseObject,System.Management.ManagementBaseObject)",X,X,
"M:System.Management.MethodDataCollection.CopyTo(System.Array,System.Int32)",System.Management,MethodDataCollection,"CopyTo(Array, Int32)","M:System.Management.MethodDataCollection.CopyTo(System.Array,System.Int32)",X,X,
"M:System.Management.MethodDataCollection.CopyTo(System.Management.MethodData[],System.Int32)",System.Management,MethodDataCollection,"CopyTo(MethodData[], Int32)","M:System.Management.MethodDataCollection.CopyTo(System.Management.MethodData[],System.Int32)",X,X,
M:System.Management.MethodDataCollection.get_Count,System.Management,MethodDataCollection,get_Count(),M:System.Management.MethodDataCollection.get_Count,X,X,
M:System.Management.MethodDataCollection.get_IsSynchronized,System.Management,MethodDataCollection,get_IsSynchronized(),M:System.Management.MethodDataCollection.get_IsSynchronized,X,X,
M:System.Management.MethodDataCollection.get_Item(System.String),System.Management,MethodDataCollection,get_Item(String),M:System.Management.MethodDataCollection.get_Item(System.String),X,X,
